Easting,Northing,Up
217.0810443953911,44.8118753172531,-231.93875281806515
216.74322765912643,45.428827112865335,-231.93874572183336
216.403940796616,46.044914050525975,-231.9387386472104
216.0624199604348,46.65961804053987,-231.9387315641166
215.71790129772756,47.27242099354103,-231.9387244421344
215.3696209593912,47.88280481687687,-231.93871725345
215.01681509751032,48.4902514213243,-231.93870996861963
214.65871986119046,49.0942427137598,-231.93870255606996
214.2945714012342,49.69426060439221,-231.93869498715463
213.9236058669546,50.28978700222814,-231.93868723160742
213.5450594084566,50.88030381768793,-231.93867925872294
213.15816817673118,51.46529295600534,-231.93867104096495
212.76216831675507,52.044236330937494,-231.93866254665457
212.3562963814596,52.616616095321675,-231.93865374743527
211.9401525614491,53.182141514123,-231.93864462683413
211.51437264708753,53.741168595019275,-231.93863521113946
211.07977554342727,54.294167720791876,-231.93862552929568
210.6371801659657,54.84160926219964,-231.93861561358244
210.1874054204338,55.38396359657669,-231.9386054934185
209.73127022215962,55.921701101901505,-231.93859520377828
209.26959347804282,56.45529215295424,-231.938584771421
208.80319410716345,56.98520712779187,-231.93857423142686
208.3328910091248,57.51191640092405,-231.93856361331586
207.85950309618156,58.035890350412174,-231.93855294826776
207.38384928748872,58.55759935219835,-231.9385422661698
206.90674848907912,59.0775137817637,-231.9385315994133
206.42901959769011,59.5961040113439,-231.93852097836105
205.9513066098571,60.11375066066124,-231.9385104263967
205.47363676967325,60.63051788960534,-231.93849994493405
204.99590146215297,61.146400130279815,-231.93848953171556
204.51799206254418,61.6613918228594,-231.93847918051276
204.03979995550353,62.175487411268804,-231.93846889093012
203.5612165126963,62.68868132651495,-231.93845865532643
203.08213311738373,63.200968008458716,-231.93844847251913
202.60244114877338,63.71234189761384,-231.93843833908025
202.12203198418712,64.22279743090213,-231.93842825143042
201.64079700320934,64.73232904374777,-231.938418204754
201.15862758928964,65.24093117589705,-231.9384081953704
200.6754151133397,65.74859826554506,-231.9383982206343
200.19105095911095,66.2553247524545,-231.93838827844968
199.70542650865755,66.76110507268179,-231.93837836407135
199.2184331394899,67.26593366228644,-231.93836847197718
198.72996222451854,67.76980496468185,-231.93835860264528
198.23990515260397,68.27271341367562,-231.93834875142608
197.7481532942619,68.77465344881226,-231.9383389143672
197.25460239053183,69.27562200144453,-231.93832908728106
196.75935502912347,69.77573442211285,-231.93831927749167
196.26280646275194,70.27527360806793,-231.93830949762454
195.76537411841042,70.7745351446495,-231.93829976612545
195.26747542774928,71.27381462629846,-231.93829009963824
194.7695278163663,71.77340763915132,-231.93828051221328
194.27194870997263,72.27360977022317,-231.93827102142848
193.77515553921918,72.77471661153281,-231.93826164222716
193.27956572844084,73.27702375089328,-231.93825239326202
192.78559670717578,73.78082677477909,-231.93824328591379
192.29366590017395,74.28642127563725,-231.93823434117164
191.8041907395567,74.79410284220104,-231.93822557345908
191.31758864677397,75.30416705926058,-231.93821699735662
190.83427705445644,75.81690952106064,-231.93820862768132
190.35467338782504,76.33262581209716,-231.93820048486728
189.87919507128976,76.85161152218129,-231.93819257932145
189.4082595365009,77.37416224164113,-231.9381849307409
188.94228421154543,77.9005735621072,-231.93817755510855
188.48168651836323,78.43114106714995,-231.93817046692416
188.02688388858564,78.96616034560068,-231.9381636815247
187.57829375029948,79.50592698908997,-231.93815721489312
187.13633352665175,80.05073658761005,-231.93815108314902
186.70129117754655,80.60079084995587,-231.93814529917267
186.27288077241823,81.1558753773968,-231.93813984802566
185.8506574333025,81.71566052257828,-231.93813471427222
185.4341762710543,82.27981662644768,-231.93812988390513
185.0229924016568,82.84801403858077,-231.9381253350093
184.6166609409989,83.41992310094531,-231.93812105260838
184.21473700121766,83.99521415879576,-231.93811701912236
183.81677569712747,84.57355756089675,-231.9381132177935
183.4223321452016,85.15462364849986,-231.9381096318995
183.03096145925508,85.73808276757362,-231.93810624325965
182.64221874837062,86.3236052638303,-231.93810303569185
182.25565913426308,86.9108614839154,-231.93809999114634
181.8708377286735,87.49952177031992,-231.93809709378903
181.48730964502099,88.08925647036199,-231.9380943241323
181.1046299970262,88.67973592688904,-231.93809166760357
180.72235390453767,89.27063048856434,-231.9380891073088
180.34003647286698,89.86161049802936,-231.9380866237102
179.95723282363485,90.45234630142598,-231.9380842004233
179.5734980689782,91.04250824213909,-231.9380818212557
179.18838732044972,91.63176666763493,-231.93807946926324
178.8014557587035,92.2197919657643,-231.9380771248737
178.41238259705008,92.80634408355154,-231.9380747759775
178.02123163604156,93.39146062464948,-231.93807242812105
177.62814099041097,93.97523284052193,-231.93807008335008
177.2332487600158,94.55775198955475,-231.93806774756652
176.83669305721327,95.13910931710058,-231.93806542552122
176.43861199292843,95.71939608413868,-231.93806312426602
176.0391436738059,96.29870354231808,-231.93806084765876
175.63842620136208,96.87712294587683,-231.9380585991387
175.23659769608076,97.45474554746266,-231.93805638703407
174.8337962611564,98.03166259978414,-231.93805421584875
174.43016000136717,98.60796535762975,-231.93805208976366
174.0258270316536,99.18374507347173,-231.93805001296423
173.62093545828344,99.75909300367488,-231.9380479909736
173.21562338712857,100.33410039884936,-231.9380460332813
172.81002892483372,100.90885851550496,-231.9380441401371
172.4042901908831,101.48345860274554,-231.93804231900126
171.99854528315458,102.0579919204699,-231.93804057312644
171.59293231372274,102.63254971625892,-231.93803890948385
171.18758939141952,103.2072232476133,-231.9380373320018
170.782654624285,103.7821037668809,-231.9380358478233
170.37826612064174,104.3572825260509,-231.9380344604831
169.97456198901997,104.932850781112,-231.9380331734351
169.57168033815742,105.50889978494843,-231.93803199532618
169.1697592799403,106.08552079086402,-231.93803093146218
168.76893691646939,106.66280505312845,-231.9380299829811
168.36935135767024,107.24084382581182,-231.93802915856497
167.97114071699372,107.81972835906228,-231.93802846161202
167.5744431011037,108.39954990901676,-231.9380278981198
167.17939661557014,108.9803997318777,-231.93802747183003
166.7861393710915,109.56236907714558,-231.9380271899562
166.39480947167326,110.14554920118732,-231.9380270603681
166.00554503410308,110.73003135595197,-231.93802707951502
165.61848416052007,111.31590679571124,-231.93802725947555
165.23376496428088,111.90326677310084,-231.93802760309288
164.85152554869325,112.49220254320358,-231.93802811728807
164.4719040258318,113.08280535846106,-231.93802880542415
164.09503850383078,113.67516647209867,-231.93802967270125
163.7210670877701,114.26937713892126,-231.93803072488473
163.3501278921002,114.86552861299472,-231.93803196596323
162.98235901924264,115.46371214636264,-231.93803340579498
162.61789858185637,116.06401899561126,-231.93803504238875
162.25688468739713,116.66654040931775,-231.9380368879641
161.89945544330146,117.27136764503179,-231.9380389426092
161.54574895879716,117.87859195591341,-231.93804121377983
161.1958658986453,118.48827998650759,-231.93804370395648
160.84957386038732,119.1002794954548,-231.9380464066443
160.5064658871409,119.71432352441403,-231.93804930526238
160.16613347649883,120.3301441045684,-231.93805238526596
159.8281681331428,120.94747326374561,-231.93805562915253
159.49216135724896,121.56604303351784,-231.93805902680793
159.15770464944512,122.18558544423539,-231.93806255709646
158.82438951128375,122.8058325270463,-231.93806620855142
158.49180744556085,123.42651630656049,-231.93806996324165
158.15954995699644,124.04736881808577,-231.93807380905406
157.82720854533233,124.66812209005508,-231.9380777269577
157.49437470895327,125.28850815207392,-231.9380817041889
157.16063995116468,125.90825903463755,-231.9380857229325
156.82559577559283,126.52710676751082,-231.9380897729832
156.4888965061602,127.14482569946348,-231.93809383469917
156.15052936205058,127.76141437605074,-231.9380979120317
155.81059135283454,128.37694531900758,-231.93810200762837
155.46917957801816,128.99149108834112,-231.938106124132
155.12639112883056,129.6051242473493,-231.9381102662748
154.78232310528702,130.2179173600552,-231.9381144382034
154.4370725905094,130.82994298807134,-231.93811864237946
154.09073668600251,131.44127369774486,-231.93812288373672
153.74341248111008,132.05198204728626,-231.9381271679664
153.39519707258557,132.662140603907,-231.93813149569783
153.04618755194076,133.27182192643357,-231.93813587110822
152.69648101210214,133.88109858411366,-231.9381402999137
152.34617454565603,134.49004313383764,-231.93814478446478
151.99536524620737,135.09872814164962,-231.93814932928663
151.6441502102079,135.7072261702578,-231.93815393675473
151.29262652604012,136.31560978554808,-231.93815861430636
150.94089129121113,136.9239515423092,-231.93816336146057
150.58904159836467,137.53232401351266,-231.93816818504385
150.23717230851813,138.14079770772662,-231.93817308820098
149.88534131024562,138.74940921526223,-231.9381780730914
149.53357608430582,139.35816721261253,-231.93818313982092
149.1819032165935,139.96707955333065,-231.93818829004252
148.83034927799565,140.57615409364698,-231.93819352276572
148.47894085242734,141.18539868114962,-231.93819884254526
148.12770451294372,141.79482117081534,-231.93820424826436
147.77666684374248,142.40442941361272,-231.93820973809417
147.42585442174402,143.01423126323218,-231.93821531621634
147.07529382760163,143.6242345711982,-231.93822098311347
146.72501163693457,144.2344471902583,-231.9382267385718
146.37503442704008,144.84487697088275,-231.93823258399772
146.025388783417,145.4555317672266,-231.93823852029226
145.6761012769332,146.0664194284148,-231.9382445462681
145.32719849152286,146.6775478102625,-231.93825066584412
144.97870700497344,147.28892476501142,-231.9382568781254
144.63065339379028,147.90055814321366,-231.93826318384697
144.2830642385324,148.51245579813352,-231.93826958349143
143.93596611945713,149.1246255811493,-231.93827607734445
143.58938561476697,149.73707534539778,-231.938282669623
143.24334930026959,150.34981294164248,-231.93828935900333
142.89788375859794,150.96284622587729,-231.9382961441763
142.5530155604315,151.57618304435047,-231.93830302867303
142.20877129364493,152.18983125583253,-231.93831001179984
141.86517753691157,152.80379870775232,-231.9383170955533
