Easting,Northing,Up
-112.70706393972858,-121.48349235546598,-231.93706031506227
-113.01207955419842,-122.14400079412485,-231.93707836005427
-113.31684906896837,-122.80461289224742,-231.93709648543555
-113.62136267808592,-123.46533408990472,-231.93711469239628
-113.92561057424136,-124.12616983581862,-231.93713298141023
-114.22958295702546,-124.78712557023569,-231.93715134952492
-114.53327001743138,-125.44820673518025,-231.9371697976428
-114.83666195109038,-126.10941877317707,-231.93718832755485
-115.13974895404874,-126.77076712801981,-231.9372069362176
-115.44252122795211,-127.43225724006615,-231.93722562599743
-115.74496895689316,-128.0938945538335,-231.93724439678223
-116.0470823453083,-128.75568451406832,-231.93726324658877
-116.34885158358719,-129.417632559771,-231.93728217726812
-116.65026686707846,-130.079744133825,-231.93730118700307
-116.95131839625898,-130.74202468175935,-231.93732027744352
-117.25199636083984,-131.40447964503056,-231.93733944869456
-117.55229096159967,-132.06711446581892,-231.93735869832352
-117.85219238883394,-132.72993458636032,-231.9373780292918
-118.15169084026698,-133.3929454507885,-231.93739743887903
-118.45077650728791,-134.05615250164777,-231.93741692806844
-118.74944263142191,-134.71955964324604,-231.9374364981769
-119.04769713654719,-135.3831633509534,-231.93745614656729
-119.34555239309718,-136.04695784981942,-231.93747587552008
-119.64302077940516,-136.71093736071,-231.9374956835768
-119.94011466641388,-137.37509611418636,-231.93751557262442
-120.23684642634808,-138.0394283327778,-231.93753553896357
-120.53322843169602,-138.70392824089734,-231.9375555896387
-120.82927305549346,-139.36859006660217,-231.93757571897237
-121.12499267714826,-140.0334080303179,-231.93759592844307
-121.42039965970321,-140.69837636155472,-231.93761621979104
-121.71550638288703,-141.36348928412067,-231.9376365899381
-122.01032521762332,-142.02874102221952,-231.93765704152298
-122.30486853800318,-142.6941258004758,-231.93767757505515
-122.59914871576132,-143.35963784675155,-231.9376981898076
-122.89317812282067,-144.02527138318587,-231.93771888338796
-123.18696913297072,-144.69102063737813,-231.9377396601106
-123.48053412267835,-145.3568798318381,-231.9377605170838
-123.773885461981,-146.0228431925911,-231.93778145761758
-124.06703552666704,-146.6889049453506,-231.9378024776292
-124.35999668549182,-147.35505931669562,-231.93782358046394
-124.65278131047259,-148.02130052777323,-231.93784476428453
-124.94540178045196,-148.68762280832607,-231.93786602973694
-125.23787046654192,-149.3540203783304,-231.93788737890483
-125.53019974266434,-150.02048746925658,-231.9379088093254
-125.8224019750856,-150.68701829882437,-231.93793032377846
-126.11448954425121,-151.35360709848345,-231.9379519174853
-126.40647482087725,-152.02024808955966,-231.93797359383652
-126.6983701807329,-152.68693549776546,-231.9379953542198
-126.99018798923663,-153.35366355087024,-231.9380171972517
-127.28194062856798,-154.02042646920032,-231.93803912220062
-127.5736404647298,-154.6872184820523,-231.93806113109463
-127.86529987537685,-155.3540338138698,-231.93808322156184
-128.15693123015066,-156.02086668866244,-231.9381053957212
-128.4485469073845,-156.6877113302874,-231.93812765433472
-128.7401592724969,-157.35456196688793,-231.93814999629654
-129.0317807029351,-158.02141282077758,-231.93817242054175
-129.32342357220585,-158.68825811954045,-231.93819492749913
-129.61510025507897,-159.35509208684076,-231.93821752053424
-129.90682311944286,-160.02190894808885,-231.93824019597287
-130.19860454076496,-160.68870292785917,-231.93826295595443
-130.49045689166599,-161.35546825069662,-231.93828579797065
-130.7823925476134,-162.02219914379293,-231.93830872610368
-131.07442387658983,-162.68888983194043,-231.93833173751207
-131.3665632570228,-163.35553453763035,-231.93835483323517
-131.65882306025094,-164.0221274904482,-231.9383780141306
-131.95121565680188,-164.68866291033873,-231.9384012799808
-132.24375342621593,-165.3551350264591,-231.93842462909538
-132.53644873270463,-166.0215380612786,-231.93844806254333
-132.829313956581,-166.68786624200214,-231.93847158204562
-133.12236146680803,-167.35411379247796,-231.93849518603224
-133.415603636685,-168.02027493741238,-231.93851887568377
-133.7090528404164,-168.68634390455193,-231.9385426496475
-134.00272145118822,-169.35231491323745,-231.93856650930084
-134.29662184588238,-170.0181821950995,-231.9385904527463
-134.5907663876168,-170.6839399722989,-231.938614483031
-134.8851674562144,-171.34958247101696,-231.93863860012976
-135.17983742616227,-172.01510391340682,-231.93866280241235
-135.47478866534888,-172.68049852749627,-231.93868708814733
-135.77003355091966,-173.3457605393216,-231.93871146062992
-136.06558445606055,-174.01088416822353,-231.93873592123734
-136.36145375035716,-174.6758636463101,-231.9387604658666
-136.6576538078815,-175.34069319558742,-231.93878509855443
-136.95419700579822,-176.00536703984938,-231.9388098154605
-137.25109570941243,-176.66987940785623,-231.93883462011655
-137.54836230001752,-177.33422451951245,-231.93885951079676
-137.84600914648226,-177.99839660414517,-231.93888448870678
-138.1440486210314,-178.66238988802286,-231.93890955292284
-138.4424930984347,-179.32619858994877,-231.93893470320234
-138.7413549508227,-179.98981693980065,-231.9389599400093
-139.04064655198488,-180.6532391621867,-231.9389852654377
-139.3403802770118,-181.3164594830319,-231.93901067746373
-139.64056849643114,-181.9794721245244,-231.93903617753523
-139.94122358276937,-182.6422713140706,-231.9390617639765
-140.24235790587556,-183.3048512770624,-231.9390874370444
-140.5439838459494,-183.967206236087,-231.9391131992118
-140.84611377432964,-184.62933041811263,-231.93913904939325
-141.14876006107284,-185.29121804916562,-231.93916498542853
-141.45193507887473,-185.95286335205,-231.93919101027944
-141.75565120459817,-186.61426055353454,-231.93921712391065
-142.0599208088842,-187.27540387818163,-231.93924332535278
-142.36475626780364,-187.9362875509722,-231.9392696138537
-142.67016994922585,-188.59690579731566,-231.93929599120946
-142.9761742277322,-189.25725284099056,-231.9393224582878
-143.28278147871504,-189.91732290905998,-231.93934901231293
-143.5900040738898,-190.577110225272,-231.93937565497512
-143.8978506685573,-191.2366106972525,-231.93940238596394
-144.20629164096852,-191.8958375109324,-231.9394292069249
-144.515274858309,-192.55481402875097,-231.93945611430314
-144.82474789911277,-193.21356373897896,-231.93948311081328
-145.13465833493834,-193.87211013524262,-231.93951019351778
-145.44495374482904,-194.53047670758534,-231.9395373619622
-145.75558170298262,-195.1886869445415,-231.93956461694347
-146.06648978420026,-195.84676433505223,-231.9395919563668
-146.37762556910906,-196.50473237497977,-231.9396193828764
-146.6889366295502,-197.16261455160932,-231.9396468927021
-147.0003705430774,-197.8204343545296,-231.93967448756433
-147.31187488567969,-198.4782152746155,-231.9397021658882
-147.62339723087626,-199.13598080397924,-231.93972992755727
-147.93488515771043,-199.79375443042065,-231.93975777045173
-148.2462862405874,-200.4515596479694,-231.93978569655948
-148.55754805538297,-201.10941994288282,-231.93981370505747
-148.86861818195143,-201.76735880998427,-231.93984179295816
-149.17944418775937,-202.42539973495093,-231.9398699641262
-149.48997365760096,-203.08356621349694,-231.93989821515538
-149.80015416231788,-203.74188173123304,-231.93992654453112
-150.1099332760137,-204.40036978030304,-231.93995495443806
-150.41925858287897,-205.05905385302307,-231.9399834421411
-150.72807765286944,-205.71795744019073,-231.94001200929478
-151.03633806106882,-206.37710402702328,-231.94004065491455
-151.3439873839755,-207.03651710915943,-231.94006937647694
-151.65097320072704,-207.69622017602438,-231.94009817436023
-151.95724308393724,-208.3562367163161,-231.94012705070344
-152.26274461474264,-209.01659022131292,-231.94015600026333
-152.56742536170336,-209.67730418186144,-231.94018502853467
-152.871232904768,-210.33840208730612,-231.94021412975425
-153.17411481715394,-210.9999074312384,-231.9402433065003
-153.47601868303275,-211.6618436992431,-231.94027255651207
-153.7768920669492,-212.3242343873087,-231.9403018799198
-154.07668255316895,-212.9871029811498,-231.9403312758505
-154.37533771283557,-213.65047297349764,-231.94036074647855
-154.67280512401203,-214.31436785384392,-231.94039028896762
-154.96903236515726,-214.9788111148176,-231.94041990250494
-155.26396700869677,-215.6438262441094,-231.94044958589905
-155.55755662873412,-216.30943673386315,-231.94047934133457
-155.8497488047085,-216.97566607277258,-231.94050916705004
-156.1404911105351,-217.6425377504786,-231.94053906078926
-156.42973112516302,-218.31007526474673,-231.94056902653875
-156.7174164259575,-218.97830209854982,-231.94059905852504
-157.00349458040432,-219.64724174392262,-231.94062915986092
-157.28791316903636,-220.31691769211074,-231.94065932847226
-157.57061977157548,-220.9873534307015,-231.94068956565064
-157.85156196106988,-221.65857245714088,-231.94071986878163
-158.13068731358365,-222.33059825607614,-231.94075023842993
-158.4079467674897,-223.0034514096105,-231.9407806743347
-158.68331117681373,-223.6771352652829,-231.94081117707304
-158.95675871376272,-224.35164684903876,-231.94084174215362
