Easting,Northing,Up
206.47201805557734,40.009797381680954,-231.9383689489503
206.11923233494716,40.608582629492034,-231.9383613474154
205.76385147490265,41.20603619283547,-231.93835373086856
205.40596496508275,41.80215807177153,-231.9383461001722
205.0458412744425,42.39694827209189,-231.93833846469107
204.68339091289135,42.9905177665666,-231.93833082337414
204.3187928597072,43.58286655307289,-231.93832317961179
203.95213660466146,44.173994641150486,-231.93831553688028
203.58351163777195,44.76412396736701,-231.93830790208426
203.21300744592503,45.35325453674372,-231.93830027573804
202.84071352130437,45.9412753814847,-231.93829266090597
202.4666298594432,46.528408440701384,-231.93828505932572
202.091024939722,47.114542752257265,-231.93827747777945
201.71389875096204,47.69990025577283,-231.93826991790934
201.33525129687672,48.28436997971602,-231.93826238009035
200.9553510493255,48.8680629033891,-231.93825487285267
200.5741980037089,49.45108999640662,-231.93824739792547
200.19188165164562,50.0334512591854,-231.93823995743293
199.80849148041796,50.615146695397186,-231.93823255319631
199.4241169810989,51.19628727516822,-231.93822519075934
199.03893713319292,51.77687300561101,-231.938217875016
198.65295193475885,52.35701485498841,-231.938210606656
198.26625087722698,52.936712826448954,-231.93820338835837
197.87892344486391,53.51607789236773,-231.9381962255713
197.49114862511067,54.09499908568718,-231.93818911922872
197.10292641035193,54.67369834622069,-231.93818207357663
196.7143462951471,55.25206470779655,-231.93817509230482
196.32558725283684,55.83032011293248,-231.93816817939586
195.93664928871829,56.40835359255014,-231.93816133462423
195.5477113773948,56.98627611887338,-231.93815456635923
195.1587735204887,57.564198665218896,-231.93814787428627
194.7699252054708,58.14212123065707,-231.93814126105934
194.38143490337006,58.72004382221361,-231.93813473536173
193.99312363185476,59.2980774058516,-231.93812829009755
193.60525986216135,59.87622198773556,-231.93812193747758
193.2177541029152,60.45436659622732,-231.93811567148376
192.83051686355515,61.03273316757861,-231.9381094923452
192.44363763428498,61.6112107351327,-231.93810340075456
192.0570269277838,62.18968832622451,-231.93809739321682
191.6707742280551,62.76838788407548,-231.93809147388134
191.28479005139712,63.347087464732724,-231.93808564073845
190.89898490532454,63.92589803709757,-231.93807988830653
190.51353776885168,64.50481960613718,-231.93807422405843
190.12826966569725,65.08374119667022,-231.93806864189048
189.74327008306892,65.66277377973533,-231.93806314232552
189.3583600383328,66.24191735340993,-231.93805772511723
188.9738080033848,66.82117192177532,-231.93805239498255
188.58934551230476,67.40042651071158,-231.93804714412272
188.20497255909777,67.97979208876062,-231.9380419712596
187.82086812896148,68.55915769111158,-231.93803688347882
187.4368532378861,69.13863428226568,-231.93803187484014
187.05301737894138,69.71811089447507,-231.93802694769136
186.66918156902264,70.29769849640297,-231.93802209779278
186.28552478780375,70.8773970868205,-231.93801732817641
185.9019575495667,71.45709569776092,-231.93801263855153
185.51839036367312,72.03679432674174,-231.93800802635513
185.1349127163503,72.61660394611953,-231.93800349310408
184.75143512046566,73.1964135812452,-231.93799903419318
184.36804706795886,73.77622323666597,-231.93799465574813
183.9845695723501,74.35614387737257,-231.9379903509256
183.60118161942145,74.93606453858574,-231.93798612450996
183.21770422938573,75.51598521616893,-231.93798197327263
182.83422688999633,76.09590590995572,-231.93797789542674
182.45074959972717,76.67593759022563,-231.9379738959413
182.06718287368867,77.25585831744827,-231.93796996860794
181.68352670573606,77.83589003002109,-231.93796611576505
181.29978110284455,78.41592175995378,-231.9379623363088
180.91585657032212,78.99595350279941,-231.93795862737358
180.53193208494014,79.57609623214557,-231.93795499525976
180.14782867503598,80.15612800656271,-231.93795143510678
179.76354633638698,80.73615979431464,-231.9379479444806
179.37917455953726,81.31619159775421,-231.93794452733212
178.99462385671433,81.89622341517723,-231.93794118136557
178.60989422278996,82.47625524879875,-231.93793790643988
178.22507515075912,83.0562870948725,-231.93793470610214
177.83998766552833,83.63620798463785,-231.93793157039818
177.45481073810086,84.21623986085979,-231.93792851223773
177.06945488701814,84.79616077995612,-231.9379255215165
176.68392010628503,85.37597074521663,-231.93792260344756
176.2982958884643,85.95589169434373,-231.93791975787045
175.9124927445376,86.53570168833133,-231.9379169831894
175.52642118426246,87.11540072559079,-231.93791427648313
175.14026018469298,87.69509977785546,-231.93791164155388
174.75392026197758,88.27468787364532,-231.93790907806562
174.36740140983875,88.85427598522594,-231.93790658585021
173.98070363306437,89.43375313987715,-231.93790416290088
173.59382692894056,90.0132303100576,-231.93790181165332
173.2067712972211,90.59259652314832,-231.9378995302371
172.81953674235575,91.17185178275543,-231.9378973180414
172.43221275013724,91.75099608686143,-231.9378951785984
172.04462034492627,92.33002943417179,-231.93789310703914
171.65684900840637,92.90906279555054,-231.9378911052137
171.26889874864634,93.48798520182035,-231.9378891751068
170.8807695663803,94.0666856816617,-231.93788731191088
170.4924614566706,94.64538617765035,-231.93788552124946
170.10388493332647,95.2238647455739,-231.93788379529423
169.71521897336544,95.8023433297694,-231.93788214360387
169.32637408725978,96.38059998908432,-231.9378805616911
168.93726078786,96.9587456912133,-231.93787904635494
168.54796856214668,97.53678043794223,-231.9378775992201
168.1584974158515,98.11470422783657,-231.93787622304163
167.76884733753025,98.69251706451435,-231.9378749172246
167.37901834164285,99.27010797565424,-231.93787367873716
