================================================================================
RESULTS SUMMARY
================================================================================

XODR coordinates for (s, t) coordinates on R1:

----------------------------------------------------------------------------------------------------
         s |          t |          XODR X |          XODR Y |          XODR Z |            RD X |            RD Y |            RD Z
      94.0 |      0.000 |      112.587719 |      133.846415 |        5.585751 |      115.666784 |      127.670297 |        5.585751
      95.0 |      0.000 |      111.634228 |      134.185227 |        5.569497 |      114.729260 |      128.003892 |        5.569497
      96.0 |      0.000 |      110.639088 |      134.381872 |        5.552609 |      113.750497 |      128.197026 |        5.552609
      97.0 |      0.000 |      109.626157 |      134.404488 |        5.535086 |      112.753912 |      128.218254 |        5.535086
      98.0 |      0.000 |      108.624869 |      134.231157 |        5.516929 |      111.768423 |      128.045962 |        5.516929
      99.0 |      0.000 |      107.662847 |      133.918783 |        5.498139 |      110.821316 |      127.736383 |        5.498139
     100.0 |      0.000 |      106.739651 |      133.503736 |        5.478714 |      109.912221 |      127.325437 |        5.478714
     101.0 |      0.000 |      105.863866 |      132.995086 |        5.458654 |      109.049603 |      126.822094 |        5.458654
     102.0 |      0.000 |      105.039953 |      132.405221 |        5.438201 |      108.237874 |      126.238592 |        5.438201
     103.0 |      0.000 |      104.268431 |      131.747640 |        5.417742 |      107.477568 |      125.588266 |        5.417742
     104.0 |      0.000 |      103.546790 |      131.035242 |        5.397283 |      106.766242 |      124.883852 |        5.397283
     105.0 |      0.000 |      102.870598 |      130.279366 |        5.376825 |      106.099552 |      124.136546 |        5.376825
     106.0 |      0.000 |      102.234432 |      129.489483 |        5.356366 |      105.472183 |      123.355696 |        5.356366
     107.0 |      0.000 |      101.632536 |      128.673298 |        5.335962 |      104.878483 |      122.548905 |        5.335962
     108.0 |      0.000 |      101.059191 |      127.837028 |        5.315823 |      104.312838 |      121.722308 |        5.315823
     109.0 |      0.000 |      100.508903 |      126.985727 |        5.295969 |      103.769853 |      120.880890 |        5.295969
     110.0 |      0.000 |       99.976450 |      126.123580 |        5.276401 |      103.244395 |      120.028779 |        5.276401
     111.0 |      0.000 |       99.456853 |      125.254154 |        5.257119 |      102.731572 |      119.169493 |        5.257119
     112.0 |      0.000 |       98.945304 |      124.380602 |        5.238122 |      102.226660 |      118.306140 |        5.238122
     113.0 |      0.000 |       98.437019 |      123.505740 |        5.219410 |      101.724958 |      117.441498 |        5.219410
     114.0 |      0.000 |       97.926997 |      122.631989 |        5.200984 |      101.221549 |      116.577950 |        5.200984
     115.0 |      0.000 |       97.410376 |      121.762373 |        5.182844 |      100.711654 |      115.718480 |        5.182844
     116.0 |      0.000 |       96.882001 |      120.900189 |        5.164989 |      100.190208 |      114.866337 |        5.164989
     117.0 |      0.000 |       96.336325 |      120.049265 |        5.147419 |       99.651761 |      114.025296 |        5.147419
     118.0 |      0.000 |       95.767268 |      119.214236 |        5.130135 |       99.090337 |      113.199929 |        5.130135
     119.0 |      0.000 |       95.178521 |      118.393527 |        5.113137 |       98.509567 |      112.388684 |        5.113137
     120.0 |      0.000 |       94.587538 |      117.571561 |        5.096424 |       97.926595 |      111.576196 |        5.096424
     121.0 |      0.000 |       93.996402 |      116.749704 |        5.079996 |       97.343471 |      110.763815 |        5.079996
     122.0 |      0.000 |       93.405112 |      115.927956 |        5.063854 |       96.760197 |      109.951541 |        5.063854
     123.0 |      0.000 |       92.813672 |      115.106316 |        5.047997 |       96.176775 |      109.139374 |        5.047997
     124.0 |      0.000 |       92.222081 |      114.284783 |        5.032426 |       95.593205 |      108.327312 |        5.032426
     125.0 |      0.000 |       91.630341 |      113.463355 |        5.017141 |       95.009489 |      107.515354 |        5.017141
     126.0 |      0.000 |       91.038454 |      112.642032 |        5.002141 |       94.425628 |      106.703499 |        5.002141
     127.0 |      0.000 |       90.446421 |      111.820814 |        4.987426 |       93.841624 |      105.891747 |        4.987426
     128.0 |      0.000 |       89.854243 |      110.999698 |        4.972997 |       93.257477 |      105.080097 |        4.972997
     129.0 |      0.000 |       89.261922 |      110.178685 |        4.958858 |       92.673189 |      104.268548 |        4.958858
     130.0 |      0.000 |       88.669458 |      109.357772 |        4.945013 |       92.088761 |      103.457098 |        4.945013
     131.0 |      0.000 |       88.076853 |      108.536960 |        4.931465 |       91.504195 |      102.645747 |        4.931465
     132.0 |      0.000 |       87.484108 |      107.716248 |        4.918212 |       90.919492 |      101.834495 |        4.918212
     133.0 |      0.000 |       86.891225 |      106.895634 |        4.905255 |       90.334652 |      101.023339 |        4.905255
     134.0 |      0.000 |       86.298210 |      106.075124 |        4.892593 |       89.749683 |      100.212286 |        4.892593
     135.0 |      0.000 |       85.705061 |      105.254713 |        4.880227 |       89.164581 |       99.401331 |        4.880227
     136.0 |      0.000 |       85.111777 |      104.434398 |        4.868157 |       88.579348 |       98.590470 |        4.868157
     137.0 |      0.000 |       84.518359 |      103.614178 |        4.856383 |       87.993984 |       97.779703 |        4.856383
     138.0 |      0.000 |       83.924810 |      102.794051 |        4.844904 |       87.408490 |       96.969028 |        4.844904
     139.0 |      0.000 |       83.331131 |      101.974018 |        4.833721 |       86.822867 |       96.158445 |        4.833721
     140.0 |      0.000 |       82.737322 |      101.154076 |        4.822833 |       86.237118 |       95.347953 |        4.822833
     141.0 |      0.000 |       82.143385 |      100.334226 |        4.812241 |       85.651243 |       94.537551 |        4.812241
     142.0 |      0.000 |       81.549321 |       99.514466 |        4.801945 |       85.065243 |       93.727237 |        4.801945
     143.0 |      0.000 |       80.955132 |       98.694795 |        4.791945 |       84.479120 |       92.917012 |        4.791945
     144.0 |      0.000 |       80.360818 |       97.875212 |        4.782240 |       83.892875 |       92.106873 |        4.782240
     145.0 |      0.000 |       79.766382 |       97.055717 |        4.772831 |       83.306509 |       91.296821 |        4.772831
     146.0 |      0.000 |       79.171824 |       96.236308 |        4.763717 |       82.720024 |       90.486854 |        4.763717
     147.0 |      0.000 |       78.577146 |       95.416985 |        4.754900 |       82.133421 |       89.676972 |        4.754900
     148.0 |      0.000 |       77.982349 |       94.597747 |        4.746377 |       81.546700 |       88.867173 |        4.746377
     149.0 |      0.000 |       77.387441 |       93.778601 |        4.738151 |       80.959870 |       88.057465 |        4.738151
     150.0 |      0.000 |       76.792418 |       92.959541 |        4.730219 |       80.372929 |       87.247842 |        4.730219
     151.0 |      0.000 |       76.197280 |       92.140562 |        4.722470 |       79.785874 |       86.438299 |        4.722470
     152.0 |      0.000 |       75.602029 |       91.321665 |        4.714827 |       79.198707 |       85.628837 |        4.714827
     153.0 |      0.000 |       75.006665 |       90.502848 |        4.707289 |       78.611430 |       84.819453 |        4.707289
     154.0 |      0.000 |       74.411190 |       89.684110 |        4.699856 |       78.024043 |       84.010148 |        4.699856
     155.0 |      0.000 |       73.815605 |       88.865450 |        4.692530 |       77.436548 |       83.200919 |        4.692530
     156.0 |      0.000 |       73.219911 |       88.046868 |        4.685308 |       76.848947 |       82.391767 |        4.685308
     157.0 |      0.000 |       72.624110 |       87.228362 |        4.678193 |       76.261240 |       81.582691 |        4.678193
     158.0 |      0.000 |       72.028203 |       86.409931 |        4.671183 |       75.673430 |       80.773688 |        4.671183
     159.0 |      0.000 |       71.432191 |       85.591575 |        4.664279 |       75.085516 |       79.964759 |        4.664279
     160.0 |      0.000 |       70.836076 |       84.773292 |        4.657480 |       74.497500 |       79.155903 |        4.657480
     161.0 |      0.000 |       70.239859 |       83.955083 |        4.650787 |       73.909385 |       78.347119 |        4.650787
     162.0 |      0.000 |       69.643541 |       83.136945 |        4.644199 |       73.321170 |       77.538405 |        4.644199
     163.0 |      0.000 |       69.047123 |       82.318878 |        4.637717 |       72.732857 |       76.729761 |        4.637717
     164.0 |      0.000 |       68.450613 |       81.500889 |        4.631341 |       72.144454 |       75.921195 |        4.631341
     165.0 |      0.000 |       67.854010 |       80.682974 |        4.625070 |       71.555959 |       75.112700 |        4.625070
     166.0 |      0.000 |       67.257310 |       79.865126 |        4.618905 |       70.967369 |       74.304273 |        4.618905
     167.0 |      0.000 |       66.660516 |       79.047346 |        4.612845 |       70.378687 |       73.495912 |        4.612845
     168.0 |      0.000 |       66.063629 |       78.229631 |        4.606891 |       69.789913 |       72.687616 |        4.606891
     169.0 |      0.000 |       65.466651 |       77.411983 |        4.601043 |       69.201049 |       71.879385 |        4.601043
     170.0 |      0.000 |       64.869582 |       76.594398 |        4.595300 |       68.612097 |       71.071217 |        4.595300
     171.0 |      0.000 |       64.272423 |       75.776878 |        4.589663 |       68.023056 |       70.263112 |        4.589663
     172.0 |      0.000 |       63.675177 |       74.959419 |        4.584123 |       67.433930 |       69.455069 |        4.584123
     173.0 |      0.000 |       63.077844 |       74.142023 |        4.578572 |       66.844718 |       68.647086 |        4.578572
     174.0 |      0.000 |       62.480426 |       73.324687 |        4.572980 |       66.255422 |       67.839163 |        4.572980
     175.0 |      0.000 |       61.882924 |       72.507411 |        4.567345 |       65.666044 |       67.031300 |        4.567345
     176.0 |      0.000 |       61.285340 |       71.690194 |        4.561668 |       65.076585 |       66.223494 |        4.561668
     177.0 |      0.000 |       60.687674 |       70.873035 |        4.555949 |       64.487045 |       65.415746 |        4.555949
     178.0 |      0.000 |       60.089927 |       70.055933 |        4.550188 |       63.897427 |       64.608054 |        4.550188
     179.0 |      0.000 |       59.492108 |       69.238895 |        4.544384 |       63.307737 |       63.800425 |        4.544384
     180.0 |      0.000 |       58.894214 |       68.421916 |        4.538538 |       62.717974 |       62.992854 |        4.538538
     181.0 |      0.000 |       58.296243 |       67.604991 |        4.532650 |       62.128136 |       62.185337 |        4.532650
     182.0 |      0.000 |       57.698198 |       66.788120 |        4.526720 |       61.538224 |       61.377872 |        4.526720
     183.0 |      0.000 |       57.100079 |       65.971301 |        4.520747 |       60.948240 |       60.570459 |        4.520747
     184.0 |      0.000 |       56.501888 |       65.154533 |        4.514733 |       60.358184 |       59.763097 |        4.514733
     185.0 |      0.000 |       55.903626 |       64.337817 |        4.508676 |       59.768059 |       58.955785 |        4.508676
     186.0 |      0.000 |       55.305294 |       63.521150 |        4.502576 |       59.177866 |       58.148522 |        4.502576
     187.0 |      0.000 |       54.706893 |       62.704532 |        4.496435 |       58.587605 |       57.341307 |        4.496435
     188.0 |      0.000 |       54.108426 |       61.887961 |        4.490251 |       57.997278 |       56.534139 |        4.490251
     189.0 |      0.000 |       53.509892 |       61.071438 |        4.484025 |       57.406886 |       55.727018 |        4.484025
     190.0 |      0.000 |       52.911294 |       60.254961 |        4.477757 |       56.816431 |       54.919942 |        4.477757
     191.0 |      0.000 |       52.312633 |       59.438529 |        4.471446 |       56.225914 |       54.112910 |        4.471446
     192.0 |      0.000 |       51.713910 |       58.622141 |        4.465093 |       55.635336 |       53.305922 |        4.465093
     193.0 |      0.000 |       51.115126 |       57.805796 |        4.458698 |       55.044698 |       52.498977 |        4.458698
     194.0 |      0.000 |       50.516287 |       56.989500 |        4.452219 |       54.454007 |       51.692080 |        4.452219
     195.0 |      0.000 |       49.917392 |       56.173248 |        4.445466 |       53.863260 |       50.885226 |        4.445466
     196.0 |      0.000 |       49.318441 |       55.357037 |        4.438417 |       53.272458 |       50.078413 |        4.438417
     197.0 |      0.000 |       48.719434 |       54.540866 |        4.431072 |       52.681602 |       49.271638 |        4.431072
     198.0 |      0.000 |       48.120373 |       53.724733 |        4.423432 |       52.090692 |       48.464902 |        4.423432
     199.0 |      0.000 |       47.521259 |       52.908638 |        4.415496 |       51.499730 |       47.658203 |        4.415496
     200.0 |      0.000 |       46.922094 |       52.092580 |        4.407265 |       50.908717 |       46.851541 |        4.407265
     201.0 |      0.000 |       46.322878 |       51.276558 |        4.398737 |       50.317655 |       46.044913 |        4.398737
     202.0 |      0.000 |       45.723613 |       50.460571 |        4.389915 |       49.726545 |       45.238321 |        4.389915
     203.0 |      0.000 |       45.124301 |       49.644618 |        4.380796 |       49.135388 |       44.431762 |        4.380796
     204.0 |      0.000 |       44.524942 |       48.828698 |        4.371382 |       48.544185 |       43.625235 |        4.371382
     205.0 |      0.000 |       43.925537 |       48.012810 |        4.361672 |       47.952938 |       42.818741 |        4.361672
     206.0 |      0.000 |       43.326090 |       47.196954 |        4.351667 |       47.361648 |       42.012277 |        4.351667
     207.0 |      0.000 |       42.726599 |       46.381128 |        4.341365 |       46.770316 |       41.205844 |        4.341365
     208.0 |      0.000 |       42.127067 |       45.565331 |        4.330768 |       46.178944 |       40.399439 |        4.330768
     209.0 |      0.000 |       41.527499 |       44.749567 |        4.319876 |       45.587535 |       39.593067 |        4.319876
     210.0 |      0.000 |       40.927893 |       43.933833 |        4.308688 |       44.996090 |       38.786724 |        4.308688
     211.0 |      0.000 |       40.328250 |       43.118126 |        4.297204 |       44.404608 |       37.980407 |        4.297204
     212.0 |      0.000 |       39.728571 |       42.302445 |        4.285424 |       43.813090 |       37.174116 |        4.285424
     213.0 |      0.000 |       39.128857 |       41.486788 |        4.273349 |       43.221539 |       36.367849 |        4.273349
     214.0 |      0.000 |       38.529109 |       40.671156 |        4.260978 |       42.629955 |       35.561606 |        4.260978
     215.0 |      0.000 |       37.929330 |       39.855546 |        4.248311 |       42.038339 |       34.755386 |        4.248311
     216.0 |      0.000 |       37.329519 |       39.039959 |        4.235470 |       41.446692 |       33.949188 |        4.235470
     217.0 |      0.000 |       36.729679 |       38.224393 |        4.222686 |       40.855017 |       33.143010 |        4.222686
     218.0 |      0.000 |       36.129811 |       37.408847 |        4.209965 |       40.263314 |       32.336853 |        4.209965
     219.0 |      0.000 |       35.529915 |       36.593321 |        4.197308 |       39.671584 |       31.530715 |        4.197308
     220.0 |      0.000 |       34.929994 |       35.777813 |        4.184714 |       39.079829 |       30.724595 |        4.184714
     221.0 |      0.000 |       34.330049 |       34.962322 |        4.172183 |       38.488050 |       29.918492 |        4.172183
     222.0 |      0.000 |       33.730081 |       34.146848 |        4.159716 |       37.896249 |       29.112405 |        4.159716
     223.0 |      0.000 |       33.130090 |       33.331390 |        4.147312 |       37.304426 |       28.306334 |        4.147312
     224.0 |      0.000 |       32.530080 |       32.515948 |        4.134972 |       36.712584 |       27.500280 |        4.134972
     225.0 |      0.000 |       31.930052 |       31.700521 |        4.122695 |       36.120723 |       26.694239 |        4.122695
     226.0 |      0.000 |       31.330006 |       30.885107 |        4.110481 |       35.528845 |       25.888212 |        4.110481
     227.0 |      0.000 |       30.729943 |       30.069705 |        4.098330 |       34.936951 |       25.082196 |        4.098330
     228.0 |      0.000 |       30.129865 |       29.254314 |        4.086243 |       34.345042 |       24.276192 |        4.086243
     229.0 |      0.000 |       29.529773 |       28.438934 |        4.074220 |       33.753119 |       23.470197 |        4.074220
     230.0 |      0.000 |       28.929668 |       27.623562 |        4.062259 |       33.161183 |       22.664211 |        4.062259
     231.0 |      0.000 |       28.329551 |       26.808199 |        4.050362 |       32.569236 |       21.858234 |        4.050362
     232.0 |      0.000 |       27.729425 |       25.992843 |        4.038529 |       31.977279 |       21.052264 |        4.038529
     233.0 |      0.000 |       27.129290 |       25.177494 |        4.026758 |       31.385314 |       20.246301 |        4.026758
     234.0 |      0.000 |       26.529147 |       24.362150 |        4.015051 |       30.793341 |       19.440343 |        4.015051
     235.0 |      0.000 |       25.928997 |       23.546812 |        4.003408 |       30.201361 |       18.634389 |        4.003408
     236.0 |      0.000 |       25.328843 |       22.731476 |        3.991828 |       29.609377 |       17.828440 |        3.991828
     237.0 |      0.000 |       24.728685 |       21.916144 |        3.980311 |       29.017390 |       17.022493 |        3.980311
     238.0 |      0.000 |       24.128525 |       21.100814 |        3.968940 |       28.425400 |       16.216548 |        3.968940
     239.0 |      0.000 |       23.528363 |       20.285483 |        3.957781 |       27.833408 |       15.410603 |        3.957781
     240.0 |      0.000 |       22.928201 |       19.470152 |        3.946833 |       27.241416 |       14.604657 |        3.946833
     241.0 |      0.000 |       22.328040 |       18.654820 |        3.936095 |       26.649425 |       13.798711 |        3.936095
     242.0 |      0.000 |       21.727882 |       17.839487 |        3.925569 |       26.057437 |       12.992763 |        3.925569
     243.0 |      0.000 |       21.127728 |       17.024150 |        3.915255 |       25.465453 |       12.186812 |        3.915255
     244.0 |      0.000 |       20.527579 |       16.208811 |        3.905151 |       24.873475 |       11.380858 |        3.905151
     245.0 |      0.000 |       19.927437 |       15.393466 |        3.895259 |       24.281503 |       10.574899 |        3.895259
     246.0 |      0.000 |       19.327303 |       14.578116 |        3.885578 |       23.689539 |        9.768935 |        3.885578
     247.0 |      0.000 |       18.727179 |       13.762760 |        3.876108 |       23.097584 |        8.962964 |        3.876108
     248.0 |      0.000 |       18.127065 |       12.947397 |        3.866849 |       22.505639 |        8.156987 |        3.866849
     249.0 |      0.000 |       17.526962 |       12.132025 |        3.857801 |       21.913706 |        7.351001 |        3.857801
     250.0 |      0.000 |       16.926873 |       11.316644 |        3.848965 |       21.321786 |        6.545006 |        3.848965
     251.0 |      0.000 |       16.326799 |       10.501253 |        3.840340 |       20.729880 |        5.739002 |        3.840340
     252.0 |      0.000 |       15.726740 |        9.685851 |        3.831926 |       20.137990 |        4.932986 |        3.831926
     253.0 |      0.000 |       15.126698 |        8.870438 |        3.823723 |       19.546116 |        4.126959 |        3.823723
     254.0 |      0.000 |       14.526672 |        8.055008 |        3.815732 |       18.954259 |        3.320916 |        3.815732
     255.0 |      0.000 |       13.926664 |        7.239562 |        3.807951 |       18.362418 |        2.514858 |        3.807951
     256.0 |      0.000 |       13.326677 |        6.424101 |        3.800382 |       17.770598 |        1.708784 |        3.800382
     257.0 |      0.000 |       12.726712 |        5.608625 |        3.793024 |       17.178800 |        0.902695 |        3.793024
     258.0 |      0.000 |       12.126771 |        4.793133 |        3.785877 |       16.587025 |        0.096590 |        3.785877
     259.0 |      0.000 |       11.526854 |        3.977623 |        3.778933 |       15.995275 |       -0.709532 |        3.778933
     260.0 |      0.000 |       10.926964 |        3.162094 |        3.772056 |       15.403550 |       -1.515672 |        3.772056
     261.0 |      0.000 |       10.327101 |        2.346547 |        3.765201 |       14.811852 |       -2.321831 |        3.765201
     262.0 |      0.000 |        9.727267 |        1.530979 |        3.758367 |       14.220182 |       -3.128010 |        3.758367
     263.0 |      0.000 |        9.127462 |        0.715390 |        3.751554 |       13.628542 |       -3.934210 |        3.751554
     264.0 |      0.000 |        8.527689 |       -0.100221 |        3.744762 |       13.036932 |       -4.740431 |        3.744762
     265.0 |      0.000 |        7.927949 |       -0.915854 |        3.737991 |       12.445355 |       -5.546675 |        3.737991
     266.0 |      0.000 |        7.328242 |       -1.731512 |        3.731241 |       11.853811 |       -6.352943 |        3.731241
     267.0 |      0.000 |        6.728571 |       -2.547194 |        3.724512 |       11.262301 |       -7.159235 |        3.724512
     268.0 |      0.000 |        6.128936 |       -3.362902 |        3.717805 |       10.670827 |       -7.965552 |        3.717805
     269.0 |      0.000 |        5.529335 |       -4.178642 |        3.711118 |       10.079387 |       -8.771901 |        3.711118
     270.0 |      0.000 |        4.929770 |       -4.994413 |        3.704453 |        9.487982 |       -9.578281 |        3.704453
     271.0 |      0.000 |        4.330245 |       -5.810214 |        3.697809 |        8.896616 |      -10.384689 |        3.697809
     272.0 |      0.000 |        3.730762 |       -6.626043 |        3.691186 |        8.305291 |      -11.191126 |        3.691186
     273.0 |      0.000 |        3.131322 |       -7.441903 |        3.684584 |        7.714009 |      -11.997593 |        3.684584
     274.0 |      0.000 |        2.531926 |       -8.257794 |        3.678003 |        7.122770 |      -12.804091 |        3.678003
     275.0 |      0.000 |        1.932576 |       -9.073717 |        3.671443 |        6.531576 |      -13.610620 |        3.671443
     276.0 |      0.000 |        1.333272 |       -9.889673 |        3.664905 |        5.940427 |      -14.417182 |        3.664905
     277.0 |      0.000 |        0.734017 |      -10.705663 |        3.658387 |        5.349326 |      -15.223778 |        3.658387
     278.0 |      0.000 |        0.134811 |      -11.521688 |        3.651891 |        4.758274 |      -16.030408 |        3.651891
     279.0 |      0.000 |       -0.464345 |      -12.337748 |        3.645416 |        4.167271 |      -16.837073 |        3.645416
     280.0 |      0.000 |       -1.063448 |      -13.153846 |        3.638962 |        3.576320 |      -17.643774 |        3.638962
     281.0 |      0.000 |       -1.662498 |      -13.969981 |        3.632560 |        2.985421 |      -18.450512 |        3.632560
     282.0 |      0.000 |       -2.261493 |      -14.786154 |        3.626367 |        2.394576 |      -19.257289 |        3.626367
     283.0 |      0.000 |       -2.860433 |      -15.602367 |        3.620407 |        1.803785 |      -20.064104 |        3.620407
     284.0 |      0.000 |       -3.459319 |      -16.418627 |        3.614680 |        1.213046 |      -20.870965 |        3.614680
     285.0 |      0.000 |       -4.058153 |      -17.234934 |        3.609185 |        0.622360 |      -21.677874 |        3.609185
     286.0 |      0.000 |       -4.656926 |      -18.051284 |        3.603922 |        0.031733 |      -22.484824 |        3.603922
     287.0 |      0.000 |       -5.255638 |      -18.867677 |        3.598891 |       -0.558834 |      -23.291817 |        3.598891
     288.0 |      0.000 |       -5.854288 |      -19.684114 |        3.594093 |       -1.149340 |      -24.098854 |        3.594093
     289.0 |      0.000 |       -6.452875 |      -20.500596 |        3.589527 |       -1.739784 |      -24.905934 |        3.589527
     290.0 |      0.000 |       -7.051396 |      -21.317124 |        3.585193 |       -2.330163 |      -25.713060 |        3.585193
     291.0 |      0.000 |       -7.649851 |      -22.133698 |        3.581092 |       -2.920478 |      -26.520232 |        3.581092
     292.0 |      0.000 |       -8.248238 |      -22.950321 |        3.577222 |       -3.510726 |      -27.327451 |        3.577222
     293.0 |      0.000 |       -8.846557 |      -23.766992 |        3.573586 |       -4.100906 |      -28.134718 |        3.573586
     294.0 |      0.000 |       -9.444805 |      -24.583713 |        3.570181 |       -4.691018 |      -28.942034 |        3.570181
     295.0 |      0.000 |      -10.042982 |      -25.400484 |        3.567009 |       -5.281059 |      -29.749400 |        3.567009
     296.0 |      0.000 |      -10.641087 |      -26.217307 |        3.564069 |       -5.871029 |      -30.556817 |        3.564069
     297.0 |      0.000 |      -11.239117 |      -27.034181 |        3.561362 |       -6.460926 |      -31.364285 |        3.561362
     298.0 |      0.000 |      -11.837072 |      -27.851110 |        3.558887 |       -7.050749 |      -32.171806 |        3.558887
     299.0 |      0.000 |      -12.434955 |      -28.668099 |        3.556644 |       -7.640502 |      -32.979387 |        3.556644
     300.0 |      0.000 |      -13.032767 |      -29.485152 |        3.554633 |       -8.230184 |      -33.787030 |        3.554633
     301.0 |      0.000 |      -13.630499 |      -30.302261 |        3.552855 |       -8.819789 |      -34.594729 |        3.552855
     302.0 |      0.000 |      -14.228151 |      -31.119426 |        3.551309 |       -9.409314 |      -35.402484 |        3.551309
     303.0 |      0.000 |      -14.825721 |      -31.936650 |        3.550066 |       -9.998759 |      -36.210296 |        3.550066
     304.0 |      0.000 |      -15.423208 |      -32.753932 |        3.549282 |      -10.588122 |      -37.018166 |        3.549282
     305.0 |      0.000 |      -16.020610 |      -33.571274 |        3.548963 |      -11.177402 |      -37.826095 |        3.548963
     306.0 |      0.000 |      -16.617927 |      -34.388677 |        3.549108 |      -11.766598 |      -38.634084 |        3.549108
     307.0 |      0.000 |      -17.215157 |      -35.206141 |        3.549718 |      -12.355709 |      -39.442133 |        3.549718
     308.0 |      0.000 |      -17.812298 |      -36.023668 |        3.550792 |      -12.944733 |      -40.250244 |        3.550792
     309.0 |      0.000 |      -18.409350 |      -36.841258 |        3.552332 |      -13.533669 |      -41.058417 |        3.552332
     310.0 |      0.000 |      -19.006311 |      -37.658913 |        3.554335 |      -14.122515 |      -41.866654 |        3.554335
     311.0 |      0.000 |      -19.603180 |      -38.476632 |        3.556804 |      -14.711271 |      -42.674955 |        3.556804
     312.0 |      0.000 |      -20.199955 |      -39.294418 |        3.559737 |      -15.299935 |      -43.483321 |        3.559737
     313.0 |      0.000 |      -20.796636 |      -40.112271 |        3.563135 |      -15.888506 |      -44.291754 |        3.563135
     314.0 |      0.000 |      -21.393225 |      -40.930198 |        3.566997 |      -16.476988 |      -45.100260 |        3.566997
     315.0 |      0.000 |      -21.989725 |      -41.748205 |        3.571324 |      -17.065380 |      -45.908844 |        3.571324
     316.0 |      0.000 |      -22.586125 |      -42.566281 |        3.576116 |      -17.653676 |      -46.717497 |        3.576116
     317.0 |      0.000 |      -23.182426 |      -43.384427 |        3.581372 |      -18.241874 |      -47.526219 |        3.581372
     318.0 |      0.000 |      -23.778625 |      -44.202646 |        3.587093 |      -18.829972 |      -48.335012 |        3.587093
     319.0 |      0.000 |      -24.374722 |      -45.020937 |        3.593278 |      -19.417969 |      -49.143877 |        3.593278
     320.0 |      0.000 |      -24.970715 |      -45.839301 |        3.599928 |      -20.005865 |      -49.952814 |        3.599928
     321.0 |      0.000 |      -25.566603 |      -46.657740 |        3.607043 |      -20.593657 |      -50.761825 |        3.607043
     322.0 |      0.000 |      -26.162384 |      -47.476254 |        3.614622 |      -21.181344 |      -51.570909 |        3.614622
     323.0 |      0.000 |      -26.758058 |      -48.294845 |        3.622666 |      -21.768926 |      -52.380069 |        3.622666
     324.0 |      0.000 |      -27.353623 |      -49.113513 |        3.631175 |      -22.356400 |      -53.189305 |        3.631175
     325.0 |      0.000 |      -27.949077 |      -49.932258 |        3.640170 |      -22.943766 |      -53.998619 |        3.640170
     326.0 |      0.000 |      -28.544420 |      -50.751083 |        3.649672 |      -23.531023 |      -54.808010 |        3.649672
     327.0 |      0.000 |      -29.139650 |      -51.569988 |        3.659681 |      -24.118168 |      -55.617479 |        3.659681
     328.0 |      0.000 |      -29.734765 |      -52.388973 |        3.670197 |      -24.705202 |      -56.427029 |        3.670197
     329.0 |      0.000 |      -30.329770 |      -53.208047 |        3.681219 |      -25.292126 |      -57.236666 |        3.681219
     330.0 |      0.000 |      -30.924665 |      -54.027214 |        3.692749 |      -25.878943 |      -58.046394 |        3.692749
     331.0 |      0.000 |      -31.519442 |      -54.846464 |        3.704785 |      -26.465643 |      -58.856204 |        3.704785
     332.0 |      0.000 |      -32.114100 |      -55.665798 |        3.717328 |      -27.052227 |      -59.666098 |        3.717328
     333.0 |      0.000 |      -32.708637 |      -56.485218 |        3.730379 |      -27.638691 |      -60.476076 |        3.730379
     334.0 |      0.000 |      -33.303052 |      -57.304724 |        3.743936 |      -28.225036 |      -61.286139 |        3.743936
     335.0 |      0.000 |      -33.897344 |      -58.124318 |        3.757999 |      -28.811260 |      -62.096288 |        3.757999
     336.0 |      0.000 |      -34.491511 |      -58.944000 |        3.772570 |      -29.397361 |      -62.906524 |        3.772570
     337.0 |      0.000 |      -35.085552 |      -59.763771 |        3.787648 |      -29.983339 |      -63.716848 |        3.787648
     338.0 |      0.000 |      -35.679466 |      -60.583632 |        3.803232 |      -30.569192 |      -64.527261 |        3.803232
     339.0 |      0.000 |      -36.273252 |      -61.403584 |        3.819324 |      -31.154918 |      -65.337764 |        3.819324
     340.0 |      0.000 |      -36.866908 |      -62.223628 |        3.835922 |      -31.740517 |      -66.148357 |        3.835922
     341.0 |      0.000 |      -37.460433 |      -63.043764 |        3.853027 |      -32.325988 |      -66.959042 |        3.853027
     342.0 |      0.000 |      -38.053825 |      -63.863995 |        3.870639 |      -32.911328 |      -67.769819 |        3.870639
     343.0 |      0.000 |      -38.647084 |      -64.684320 |        3.888757 |      -33.496537 |      -68.580690 |        3.888757
     344.0 |      0.000 |      -39.240212 |      -65.504746 |        3.907383 |      -34.081617 |      -69.391660 |        3.907383
     345.0 |      0.000 |      -39.833210 |      -66.325277 |        3.926516 |      -34.666569 |      -70.202734 |        3.926516
     346.0 |      0.000 |      -40.426071 |      -67.145906 |        3.946157 |      -35.251387 |      -71.013904 |        3.946157
     347.0 |      0.000 |      -41.018792 |      -67.966633 |        3.966352 |      -35.836068 |      -71.825171 |        3.966352
     348.0 |      0.000 |      -41.611374 |      -68.787460 |        3.987116 |      -36.420611 |      -72.636536 |        3.987116
     349.0 |      0.000 |      -42.203814 |      -69.608386 |        4.008451 |      -37.005015 |      -73.448000 |        4.008451
