================================================================================
RESULTS SUMMARY
================================================================================

XODR coordinates for (s, t) coordinates on R1:

----------------------------------------------------------------------------------------------------
         s |          t |          XODR X |          XODR Y |          XODR Z |            RD X |            RD Y |            RD Z
      55.0 |      0.000 |      129.430626 |       99.208958 |        5.786000 |      132.175290 |       93.477911 |        5.786000
      56.0 |      0.000 |      128.851518 |      100.042709 |        5.786000 |      131.607027 |       94.300758 |        5.786000
      57.0 |      0.000 |      128.272303 |      100.876385 |        5.786000 |      131.038659 |       95.123532 |        5.786000
      58.0 |      0.000 |      127.693781 |      101.710773 |        5.786000 |      130.470973 |       95.947009 |        5.786000
      59.0 |      0.000 |      127.136004 |      102.558158 |        5.786000 |      129.923723 |       96.783346 |        5.786000
      60.0 |      0.000 |      126.605822 |      103.423419 |        5.786000 |      129.403656 |       97.637370 |        5.786000
      61.0 |      0.000 |      126.102844 |      104.304523 |        5.786000 |      128.910384 |       98.507070 |        5.786000
      62.0 |      0.000 |      125.626173 |      105.200027 |        5.786000 |      128.443022 |       99.391022 |        5.786000
      63.0 |      0.000 |      125.174801 |      106.108566 |        5.786000 |      128.000575 |      100.287877 |        5.786000
      64.0 |      0.000 |      124.747639 |      107.028824 |        5.786000 |      127.581971 |      101.196332 |        5.786000
      65.0 |      0.000 |      124.343652 |      107.959271 |        5.786000 |      127.186187 |      102.114877 |        5.786000
      66.0 |      0.000 |      123.961640 |      108.898664 |        5.786000 |      126.812040 |      103.042281 |        5.786000
      67.0 |      0.000 |      123.600229 |      109.846198 |        5.786000 |      126.458178 |      103.977748 |        5.786000
      68.0 |      0.000 |      123.258128 |      110.800922 |        5.786000 |      126.123328 |      104.920338 |        5.786000
      69.0 |      0.000 |      122.934043 |      111.761941 |        5.785995 |      125.806216 |      105.869165 |        5.785995
      70.0 |      0.000 |      122.626738 |      112.728242 |        5.785595 |      125.505623 |      106.823228 |        5.785595
      71.0 |      0.000 |      122.334932 |      113.698992 |        5.784561 |      125.220288 |      107.781702 |        5.784561
      72.0 |      0.000 |      122.057213 |      114.673918 |        5.782893 |      124.948821 |      108.744315 |        5.782893
      73.0 |      0.000 |      121.792308 |      115.652397 |        5.780591 |      124.689968 |      109.710453 |        5.780591
      74.0 |      0.000 |      121.538962 |      116.633839 |        5.777655 |      124.442494 |      110.679529 |        5.777655
      75.0 |      0.000 |      121.295930 |      117.617689 |        5.774085 |      124.205171 |      111.650995 |        5.774085
      76.0 |      0.000 |      121.061918 |      118.603677 |        5.769880 |      123.976728 |      112.624582 |        5.769880
      77.0 |      0.000 |      120.835675 |      119.591441 |        5.765041 |      123.755932 |      113.599932 |        5.765041
      78.0 |      0.000 |      120.615980 |      120.580536 |        5.759568 |      123.541580 |      114.576604 |        5.759568
      79.0 |      0.000 |      120.401610 |      121.570531 |        5.753461 |      123.332470 |      115.554171 |        5.753461
      80.0 |      0.000 |      120.191283 |      122.561283 |        5.746720 |      123.127338 |      116.532489 |        5.746720
      81.0 |      0.000 |      119.983639 |      123.552984 |        5.739344 |      122.924849 |      117.511748 |        5.739344
      82.0 |      0.000 |      119.777515 |      124.544821 |        5.731334 |      122.723855 |      118.491143 |        5.731334
      83.0 |      0.000 |      119.560618 |      125.531854 |        5.722690 |      122.512253 |      119.465781 |        5.722690
      84.0 |      0.000 |      119.250894 |      126.503644 |        5.713412 |      122.209290 |      120.425262 |        5.713412
      85.0 |      0.000 |      118.854490 |      127.437738 |        5.703500 |      121.820974 |      121.347417 |        5.703500
      86.0 |      0.000 |      118.383465 |      128.338635 |        5.692954 |      121.359177 |      122.236702 |        5.692954
      87.0 |      0.000 |      117.847661 |      129.203157 |        5.681773 |      120.833577 |      123.089990 |        5.681773
      88.0 |      0.000 |      117.253798 |      130.028090 |        5.669958 |      120.250780 |      123.904112 |        5.669958
      89.0 |      0.000 |      116.605832 |      130.810208 |        5.657509 |      119.614673 |      124.675887 |        5.657509
      90.0 |      0.000 |      115.905329 |      131.545640 |        5.644426 |      118.926790 |      125.401494 |        5.644426
      91.0 |      0.000 |      115.153561 |      132.227536 |        5.630708 |      118.188368 |      126.074167 |        5.630708
      92.0 |      0.000 |      114.351134 |      132.846633 |        5.616357 |      117.399988 |      126.684761 |        5.616357
      93.0 |      0.000 |      113.494915 |      133.392535 |        5.601371 |      116.558549 |      127.223002 |        5.601371
