s_m,x_m,y_m,heading_rad
691.137653,192.664140,-558.437339,-1.792041885451
693.121343,192.227402,-560.372354,-1.793513348421
695.104982,191.787849,-562.306681,-1.794963288204
697.088577,191.345523,-564.240329,-1.796391695640
699.072132,190.900465,-566.173309,-1.797798562150
701.055650,190.452717,-568.105631,-1.799183879712
703.039137,190.002321,-570.037305,-1.800547640842
705.022596,189.549317,-571.968340,-1.801889838577
707.006032,189.093749,-573.898748,-1.803210466454
708.989448,188.635657,-575.828539,-1.804509518495
710.972848,188.175082,-577.757722,-1.805786989183
712.956236,187.712068,-579.686308,-1.807042873449
714.939614,187.246655,-581.614307,-1.808277166652
716.922986,186.778885,-583.541729,-1.809489864561
718.906355,186.308799,-585.468584,-1.810680963341
720.889723,185.836439,-587.394883,-1.811850459531
722.873094,185.361847,-589.320635,-1.812998350033
724.856469,184.885065,-591.245851,-1.814124632091
726.839852,184.406134,-593.170541,-1.815229303277
728.823244,183.925095,-595.094715,-1.816312361478
730.806648,183.441991,-597.018384,-1.817373804873
732.790065,182.956862,-598.941556,-1.818413631926
734.773498,182.469751,-600.864244,-1.819431841366
736.756947,181.980699,-602.786456,-1.820428432176
738.740415,181.489748,-604.708203,-1.821403403574
740.723903,180.996939,-606.629496,-1.822356755005
742.707412,180.502314,-608.550343,-1.823288486122
744.690944,180.005915,-610.470756,-1.824198596774
746.674499,179.507783,-612.390745,-1.825087086998
748.658079,179.007961,-614.310319,-1.825953956997
750.641684,178.506488,-616.229490,-1.826799207136
752.625316,178.003408,-618.148266,-1.827622837924
754.608974,177.498761,-620.066659,-1.828424850007
756.592659,176.992590,-621.984678,-1.829205244152
758.576372,176.484936,-623.902334,-1.829964021237
760.560112,175.975840,-625.819637,-1.830701182244
762.543881,175.465345,-627.736596,-1.831416728242
764.527679,174.953491,-629.653223,-1.832110660382
766.511504,174.440321,-631.569527,-1.832782979882
768.495358,173.925877,-633.485518,-1.833433688024
770.479240,173.410198,-635.401207,-1.834062786136
772.463150,172.893329,-637.316604,-1.834670275591
774.447088,172.375309,-639.231718,-1.835256157794
776.431053,171.856181,-641.146561,-1.835820434172
