17,3600,3569.331960868481,36.5869133,-121.7559026,231.9349051
10,3399,239,326,452,666,806,913,1064,1185,1517,1707,1974,2062,2421,2627,2736,2871,3010,3124,3324
-22.897617389604996,11.032554842946356,-2.0055681969514225,-2.18762873551524,6623.373713952825,0.0,49.55936840187062,0,0,0.0,0,-17.00524393783735,6.852347489585276,-26.373687842774157,13.498572210664262,-0.027110178727820393,0.003512741640684315,0.0,3569.331960868481,0
-23.477291475395983,10.215371918955817,-2.0033324599487545,-2.1875391213420716,6762.3040760319045,0.0,49.64736679379748,0,0,0.0,0,-17.610599215710153,6.053795150264286,-26.958899508141553,12.685073492758782,-0.02646753982333633,0.0036951526428688083,1.001903177457454,3568.3300576910237,0
-24.056917775447435,9.398167037029793,-2.0011028694882933,-2.1874406039944443,6907.1803133641115,0.0,49.73500108010111,0,0,0.0,0,-18.215791465186502,5.255178532885976,-27.544058285790936,11.871522735794322,-0.025792426258025712,0.003878747981826945,2.003796618275919,3567.328164250205,0
-24.636489987107954,8.580935622461721,-1.99885970589203,-2.1873330233180033,7058.392820219126,0.0,49.82227239932849,0,0,0.0,0,-18.82080291565501,4.456509470648995,-28.129179993157894,11.057915869875277,-0.025086480568357106,0.00406401653173287,3.005680410682003,3566.326280457799,0
-25.216001666438046,7.763673026892078,-1.9965832494819524,-2.1872162166774882,7216.366935561458,0.0,49.909181747002805,0,0,0.0,0,-19.42562764077043,3.657784180694374,-28.714273688665553,10.244258221105556,-0.024351345290799,0.004251447166760728,4.007554622645369,3565.3244062458357,0
-25.79544624033346,6.946374507552367,-1.9942537805800518,-2.1870900278085106,7381.566942405113,0.0,49.995729977944876,0,0,0.0,0,-20.030259717872596,2.858998880549182,-29.299348443885773,9.430555099178594,-0.02358866296181992,0.004441528761084664,5.009419326051834,3564.322541542429,0
-26.374817004627346,6.1290352374019665,-1.9918515795083152,-2.1869543005091847,7554.50062929883,0.0,50.08191780433899,0,0,0.0,0,-20.634693249807242,2.0601497593315945,-29.88441332301136,8.616811826150697,-0.02280007611788836,0.004634750188878823,6.011274587578402,3563.3206862809025,0
-26.954107126353037,5.311650302345105,-1.989356926588732,-2.186808881302047,7735.724508327778,0.0,50.16774579570653,0,0,0.0,0,-21.23892234944926,1.2612329982054362,-30.469477396182082,7.803033718138641,-0.021987227295472853,0.0048316003243173465,7.01312047252622,3562.318840395955,0
-27.53330964487411,4.494214703087329,-1.9867501021432934,-2.1866536184768353,7925.849802585626,0.0,50.25321437808299,0,0,0.0,0,-21.842941146566037,0.4622447613260149,-31.054549735674225,6.989226090847594,-0.021151759031041915,0.005032568041574385,8.014957044225952,3561.317003824255,0
-28.112417473380184,3.6767233555047096,-1.9840113864939861,-2.1864883623664384,8125.549338827902,0.0,50.338323833355894,0,0,0.0,0,-22.44674378564368,-0.33681880127937985,-31.63963941877121,6.175394255807945,-0.020295313861064042,0.005238142214824076,9.0167843648803,3560.315176503601,0
