x,y
55.61923926206509,88.37231691638085
55.03971086924116,87.5423277651964
54.459829685851616,86.71259376686686
53.879607939195495,85.8831188710888
53.299045572578706,85.05389665320818
52.71813732773721,84.22491032710992
52.136887710492296,83.3961557966159
51.555299144116915,82.56763186242007
50.97337573635114,81.7393354051303
50.39112040227922,80.91126546800795
49.8085370247164,80.08341817570353
49.22562827243891,79.25579293921658
48.642396558150686,78.42838700012263
48.05884629810403,77.60119897190225
47.47497773782657,76.77422656108808
46.890793820006174,75.94746919829124
46.30629872269965,75.12092375208209
45.72149493587947,74.29459265750553
45.13642027327744,73.46851902498635
44.55104175500753,72.64265285339224
43.96536715786118,71.81698814650947
43.37939850293504,70.9915231554176
42.793139000659686,70.16625723755263
42.20659223163743,69.3411868754258
41.61975992795147,68.516311398415
41.03264558684736,67.69162898820484
40.445252177056574,66.86713575906445
39.857583192904464,66.04283116225577
39.26964133561765,65.21871247101593
38.681432006536845,64.39477598674331
38.092975538075564,63.57100799459233
37.50426189715248,62.74741491772406
36.9153162800575,61.92402735727834
36.326139903866874,61.10083918705516
35.736715896287066,60.277820247970304
35.14704816709036,59.45496679433916
34.55714520185598,58.632274130108506
33.96700584268286,57.809742624144064
33.37663232551583,56.987370326917244
32.786028598759614,56.16515615940836
32.19519767117793,55.3430961626008
31.6041425277353,54.52118838693779
31.012868121181462,53.69943187125377
30.421376452624415,52.877822756939295
29.829670419145444,52.05636007385595
29.237753883402053,51.235040840398604
28.645631799424724,50.41386424184741
28.05334709864872,49.592884467628
27.460860515176996,48.772042470396606
26.868177970618124,47.951334493219214
26.275299345066042,47.13075972480322
25.682230382771507,46.31031614768696
25.08897410101354,45.49000094664547
24.495532526279675,44.66981115079142
23.90190966391852,43.84974568242917
23.3081101334654,43.02980114633823
22.71413601244405,42.209974568984045
22.1199922617349,41.39026593330671
21.525680948251892,40.57067026351561
20.93120614792104,39.75118751545059
20.33657096797696,38.93181361013227
19.741797569258456,38.11257247640189
19.14689010607552,37.29346199959963
18.551832801156976,36.47445311684456
17.956628827255553,35.65554467540559
17.36128230208748,34.83673350463191
16.765797168695148,34.0180168192202
16.170175540703315,33.19939358669655
15.574421428018704,32.380861642700026
14.978538969835554,31.562417022520663
14.38253014783465,30.74405881873413
13.786401562499426,29.925782980774112
13.190154743925387,29.107587442744755
12.593791799998867,28.28947116270342
