x,y
86.25374608598014,-296.55754769178725
87.22491107626078,-296.7638002477735
88.19593796105059,-296.9705929241642
89.16682094409018,-297.17794849074016
90.13755422912011,-297.3858897172821
91.10813201988093,-297.59443937357094
92.07854852011326,-297.8036202293873
93.04879793355762,-298.01345505451224
94.01887446395463,-298.22396661872625
94.98877231504484,-298.4351776918104
95.95848569056885,-298.64711104354535
96.92800879426723,-298.8597894437119
97.8973358298805,-299.0732356620909
98.8664610011493,-299.2874724684631
99.8353785118142,-299.5025226326093
100.8040825656157,-299.7184089243103
101.77256736629448,-299.935154113347
102.74082711759102,-300.1527809695001
103.70885602324596,-300.37131226255036
104.67664828699985,-300.5907707622786
105.64419811259326,-300.8111792384658
106.61149970376677,-301.03256046089246
107.57854726426093,-301.25493719933957
108.54533499781638,-301.4783322235879
109.51185710817361,-301.7027683034182
110.47810779907327,-301.92826820861137
111.44408127425586,-302.1548547089481
112.40977173746201,-302.3825505742092
113.37517339243229,-302.61137857417555
114.34028044290726,-302.84136147862785
115.30508709262749,-303.072522057347
116.26958754533355,-303.3048830801137
117.23377600476603,-303.5384673167088
118.19764667466548,-303.7732975369131
119.1611937587725,-304.0093965105074
120.12441146082769,-304.2467870072725
121.08729398457156,-304.4854917969891
122.04983553374474,-304.72553364943815
123.01203031208775,-304.9669353344004
123.9738725233412,-305.2097196216566
124.93535637124565,-305.45390928098755
125.89647605954168,-305.6995270821741
126.85722579196987,-305.94659579499705
127.81759977227081,-306.1951381892371
128.77759220418503,-306.4451770346752
129.73719729145313,-306.6967351010921
130.6964092378157,-306.9498351582685
131.65522224701326,-307.20449997598536
132.61363052278645,-307.46075232402325
133.5716282688758,-307.7186149721632
134.52920968902188,-307.97811069018593
135.48636898696535,-308.23926224787215
136.44310036644663,-308.5020924150028
137.39939803120646,-308.76662396135856
138.35525618498525,-309.0328796567203
139.31066903152373,-309.30088227086884
140.2656307745624,-309.5706545735849
141.22013561784178,-309.8422193346493
142.14560742116254,-310.1150863040447
143.06952465464926,-310.40467159064457
143.99159452846138,-310.71076812598136
144.91152425275837,-311.0331688415875
145.82902103769962,-311.3716666689955
146.7437920934446,-311.7260545397378
147.65554463015275,-312.0961253853468
148.56398585798348,-312.481672137355
149.46882298709625,-312.882487727295
150.3697632276505,-313.298365086699
151.26651378980569,-313.7290971470996
152.1587818837212,-314.17447684002923
153.0462747195565,-314.6342970970204
153.92869950747104,-315.10835084960553
154.80576345762424,-315.59643102931705
155.67717378017556,-316.09833056768747
156.5426376852844,-316.6138423962492
157.40186238311026,-317.1427594465347
158.2545550838125,-317.6848746500765
159.10042299755065,-318.239980938407
159.93917333448408,-318.80787124305857
160.77051330477227,-319.3883384955638
161.5941501185746,-319.9811756274551
162.40979098605058,-320.58617557026497
163.2171431173596,-321.2031312555258
164.0159137226611,-321.83183561477017
164.80581001211456,-322.47208157953037
165.58653919587934,-323.1236620813389
166.357808484115,-323.7863700517283
167.11932508698084,-324.459998422231
167.8707962146364,-325.1443401243794
168.61192907724111,-325.83918808970606
169.34243088495435,-326.54433524974337
170.0620088479356,-327.2595745360237
170.7703701763443,-327.9846988800797
171.46722208033987,-328.7195012134437
172.15227177008177,-329.46377446764814
172.82522645572942,-330.21731157422556
173.48579334744224,-330.97990546470845
174.13367965537972,-331.75134907062915
174.76859258970126,-332.5314353235201
175.39023936056634,-333.31995715491394
175.99832717813433,-334.11670749634294
176.59256325256473,-334.9214792793396
177.17265479401695,-335.7340654354365
177.73830901265043,-336.55425889616595
178.28923311862465,-337.3818525930605
178.825134322099,-338.21663945765255
179.3457198332329,-339.0584124214746
179.85069686218583,-339.90696441605905
180.33977261911724,-340.7620883729385
180.81265431418655,-341.62357722364516
181.26904915755318,-342.4912238997117
181.70866435937657,-343.36482133267054
182.1312071298162,-344.2441624540541
182.53638467903147,-345.1290401953948
182.9239042171818,-346.01924748822523
183.29347295442673,-346.9145772640777
183.64479810092558,-347.8148224544847
183.97758686683784,-348.7197759909788
184.3052981266824,-349.6587684616559
184.62027670464164,-350.6008971602802
184.92281441698617,-351.54608597690907
185.21320307998656,-352.49425880159924
185.49173450991339,-353.445339524408
185.75870052303728,-354.3992520353924
186.01439293562876,-355.35592022460946
186.25910356395846,-356.31526798211644
186.49312422429693,-357.27721919797017
186.7167467329148,-358.24169776222794
186.9302629060826,-359.2086275649467
187.13396456007095,-360.17793249618364
187.32814351115044,-361.14953644599575
187.51309157559163,-362.1233633044402
187.68910056966513,-363.099336961574
187.8564623096415,-364.07738130745435
188.01546861179133,-365.05742023213816
188.16641129238522,-366.0393776256826
188.30958216769375,-367.0231773781448
188.4452730539875,-368.00874337958174
188.57377576753706,-368.99599952005065
188.69538212461302,-369.98486968960844
188.81038394148592,-370.9752777783123
188.91907303442645,-371.9671476762193
189.02174121970506,-372.96040327338653
189.11868031359242,-373.95496845987105
189.2101821323591,-374.95076712573
189.2965384922757,-375.94772316102035
189.37804120961277,-376.9457604557993
189.4549821006409,-377.9448029001238
189.52765298163072,-378.94477438405113
189.59634566885276,-379.94559879763824
189.6613519785776,-380.9472000309422
189.7229637270759,-381.94950197402017
189.7814727306182,-382.95242851692916
189.83717080547504,-383.95590354972626
