s_m,x_m,y_m
293.98093308385756,4.7666626800892296,6.302367698174938
295.98135709136096,3.585428733938998,4.687938209390001
297.98178470066586,2.4040886956112337,3.0735818875350374
299.98221502429834,1.2226688847961666,1.4592805803677535
301.98264717014183,0.04119562118399189,-0.15498386435422518
303.98308024296887,-1.1403047755351046,-1.769229598873248
305.9835133459729,-2.3218059856708964,-3.3834747754316195
307.98394558229995,-3.5032816895331,-4.9977375462715745
309.984376056581,-4.684705567431615,-6.612036063635603
311.98480387646316,-5.866051299676158,-8.226388479765955
313.98522815414174,-7.047292566576607,-9.840812946905018
315.985648007892,-8.228403048442612,-11.455327617295001
317.9860625636015,-9.409356425584052,-13.069950643178322
319.9864709563016,-10.590126378310742,-14.684700176797357
321.9868723316996,-11.770686586932399,-16.299594370394367
323.9872658477109,-12.951010731758863,-17.914651376211676
325.98765067599106,-14.131072493099895,-19.529889346491633
327.98802600346824,-15.310845551265285,-21.14532643347658
329.9883910338753,-16.490303586564846,-22.760980789408837
331.98874498928257,-17.669420279308337,-24.37687056653076
333.98908711163006,-18.848169309805574,-25.99301391708463
335.9894166642604,-20.026524358366316,-27.609428993312804
337.9897329334516,-21.20445910530038,-29.226133947457626
339.99003522994997,-22.381947230917582,-30.843146931761442
341.990322890503,-23.55896241552762,-32.46048609846649
343.9905952793932,-24.735478339440373,-34.07816959981523
345.9908517899704,-25.911468682965552,-35.69621558804987
347.9910918461866,-27.086907126413045,-37.31464221541284
349.99131490412844,-28.26176735009255,-38.93346763414643
351.99152045355174,-29.436023034313912,-40.552709996492965
353.9917080194151,-30.609647859386858,-42.172387454694736
355.9918771634145,-31.78261550562127,-43.7925181609942
357.99202748551676,-32.95489965332686,-45.413120267633566
359.9921586254948,-34.12647398281345,-47.03421192685521
361.9922702644618,-35.297312174390804,-48.65581129090142
363.9923621264061,-36.46738790836878,-50.27793651201466
365.9924339797256,-37.63667486505706,-51.90060574243709
367.9924856387636,-38.80514672476551,-53.523837134411124
369.992516965343,-39.97277716780388,-55.147648840179095
371.99252787030224,-41.13953987448199,-56.772059011983316
373.9925183150302,-42.305408525109655,-58.397085802066165
375.9924883130018,-43.470356799996566,-60.022747362669875
377.9924379313136,-44.63435837945262,-61.64906184603692
379.99236729221906,-45.79738694378751,-63.27604740440946
381.9922765746647,-46.95941617331115,-64.90372219003
383.99216601582503,-48.120419748333184,-66.5321043551407
385.99203591263904,-49.280371349163474,-68.16121205198401
387.99188662334535,-50.43924465611183,-69.79106343280225
389.991718569018,-51.59701334948804,-71.42167664983772
391.991532235102,-52.75365110960179,-73.05306985533271
393.99132817294907,-53.90913161676302,-74.68526120152963
395.9911070013528,-55.06342855128142,-76.31826884067075
397.9908694080842,-56.2165155934668,-77.95211092499848
399.99061615142665,-57.36836642362898,-79.58680560675508
401.99034806171085,-58.51895472207771,-81.2223710381829
403.99006604284966,-59.6682541691228,-82.85882537152425
405.98977107387253,-60.81623844507402,-84.4961867590215
407.98946421045963,-61.96288123024118,-86.13447335291697
409.9891465864756,-63.10815620493405,-87.77370330545297
411.98881941550314,-64.25203704946244,-89.41389476887181
413.98848399237596,-65.3944974441361,-91.05506589541591
415.9881416947112,-66.5355110692649,-92.69723483732754
417.98779398444157,-67.67505160515856,-94.340419746849
419.98744240934684,-68.8130927321269,-95.98463877622272
421.9870886045843,-69.94960813047965,-97.62991007769091
423.9867342942196,-71.08457148052675,-99.27625180349604
425.98638129275525,-72.21795646257776,-100.92368210588025
427.9860315066601,-73.34973675694266,-102.57221913708607
429.98568693589624,-74.47988604393115,-104.22188104935566
431.9853496754466,-75.60837800385308,-105.87268599493153
433.98502191684014,-76.73518631701816,-107.52465212605584
435.984705949677,-77.86028466373624,-109.17779759497103
437.98440416315174,-78.98364672431704,-110.83214055391929
439.98411904757637,-80.10524617907045,-112.48769915514318
441.9838531959008,-81.2250567083062,-114.14449155088485
443.9836093052329,-82.34305199233408,-115.80253589338676
445.98339017835684,-83.45920571146391,-117.46185033489111
447.9831987252496,-84.57349154600539,-119.12245302764022
449.98165753647766,-85.68410593751958,-120.78389014457741
451.9772538230418,-86.78091596169745,-122.45104709873962
453.9718452038792,-87.86289442480121,-124.12667157393997
455.96559234056076,-88.93036895118965,-125.81057352492692
457.9586465783741,-89.98366716522153,-127.50256290644886
459.9511501134105,-91.02311669125564,-129.20244967325422
461.94323616668675,-92.04904515365072,-130.91004378009146
463.93502916471687,-93.06178017676555,-132.62515518170895
465.9266449259659,-94.06164938495893,-134.34759383285513
467.9181908526366,-95.0489804025896,-136.0771696882784
469.90976612726246,-96.02410085401635,-137.81369270272722
471.9014619136017,-96.98733836359796,-139.55697283095
473.89336156135204,-97.93902055569316,-141.30682002769515
475.8855408142304,-98.87947505466076,-143.0630442477111
477.8780680209862,-99.80902948485952,-144.82545544574626
479.8710043489439,-100.72801147064823,-146.59386357654907
481.86440399969655,-101.63674863638562,-148.36807859486797
483.85831442659617,-102.53556860643049,-150.14791045545132
485.8527765537157,-103.42479900514161,-151.9331691130476
487.84782499598015,-104.30476745687776,-153.72366452240522
489.84348828019046,-105.17580158599769,-155.51920663827255
491.8397890666901,-106.03822901686019,-157.3196054153981
493.83674437144464,-106.892377373824,-159.1246708085302
495.83436578833084,-107.73857428124795,-160.93421277241734
497.83265971145306,-108.57714736349077,-162.7480412618079
499.83162755732593,-109.40842424491123,-164.56596623145035
501.8312659867835,-110.23273254986813,-166.38779763609307
503.83156712649406,-111.05039990272022,-168.21334543048448
505.8325187899799,-111.86175392782626,-170.042419569373
507.83410469805654,-112.66712224954506,-171.87483000750711
509.8363046986259,-113.46683249223535,-173.7103866996352
511.839094985771,-114.26121228025593,-175.54889960050565
513.842448318116,-115.05058923796557,-177.3901786648669
515.8463342364292,-115.83529098972302,-179.23403384746743
517.8507192804585,-116.61564515988708,-181.08027510305556
519.8555672050023,-117.3919793728165,-182.9287123863798
521.8608391952295,-118.16462125287006,-184.7791556521885
523.8664940812704,-118.93389842440654,-186.63141485523016
525.8724885521136,-119.7001385117847,-188.4852999502532
527.8787773688489,-120.4636691393633,-190.34062089200594
529.8853135773047,-121.22481793150116,-192.1971876352369
531.8920487201373,-121.983912512557,-194.0548101346945
533.8989330484324,-122.74128050688961,-195.91329834512706
535.9059157328865,-123.49724953885776,-197.7724622212831
537.9129450746397,-124.25214723282022,-199.63211171791096
539.9199687158354,-125.00630121313577,-201.4920567897592
541.9269338499844,-125.76003910416317,-203.35210739157614
543.9337874322157,-126.5136885302612,-205.2120734781102
545.9404763894942,-127.26757711578868,-207.07176500410984
547.9469478308898,-128.0220324851043,-208.93099192432345
549.9531492579811,-128.77738226256685,-210.78956419349944
551.9590287754753,-129.53395407253515,-212.64729176638633
553.9645353021275,-130.29207553936791,-214.50398459773243
555.9696187820372,-131.05207428742395,-216.3594526422862
