sim_time,x_dspace,y_dspace,z_dspace,heading_dspace_deg,longitude_deg,latitude_deg,heading_gnss_deg
16670,69.39906541075466,83.20209253210984,4.687782387318105,-125.4283713057825,-121.75499050059729,36.588052497444195,216.16979872024405
16675,68.91057620276823,82.52026487003694,4.6707312960255924,-125.46611922381574,-121.75499598373037,36.588046479317164,216.20462290185807
16680,68.43121797783459,81.85202275108966,4.663086819995088,-125.50419496549992,-121.75500136423291,36.5880405811654,216.23560415182766
16685,67.95651592198807,81.1908825171408,4.662591558526587,-125.5378309126248,-121.75500669237215,36.588034745743265,216.25642620449085
16690,67.48686321429159,80.53730281498575,4.655276991111577,-125.56594069697569,-121.75501196374952,36.58802897709222,216.2810776233604
16695,67.0240886398855,79.89390886630572,4.651875986213779,-125.59406314951076,-121.75501715782569,36.588023298389146,216.30593109644406
16700,66.5676275345724,79.25981017214752,4.648064298892889,-125.62096207949955,-121.75502228095557,36.58801770176641,216.3265623963053
16705,66.11629097999027,78.63334173796795,4.644016064046794,-125.64559058687337,-121.75502734648532,36.588012172527584,216.349449693173
16710,65.67086820013623,78.01651039693566,4.638560804663194,-125.68121160363806,-121.75503234540825,36.58800672845402,216.5030024639333
16715,65.22893902063981,77.4096823583576,4.635745972616717,-125.77266123743726,-121.75503730427818,36.58800137305975,216.72600312189823
16720,64.78458412737753,76.80250588219548,4.638123651226107,-125.87448897211188,-121.75504228987889,36.58799601481828,216.77878394191052
16725,64.32935417149656,76.18100123232702,4.637504424859125,-125.94858359683856,-121.75504739740867,36.58799053017345,216.79732926873535
16730,63.865518316966984,75.54861100772692,4.629871830466584,-126.00834915992051,-121.75505260135193,36.58798494953193,216.85280000439184
16735,63.39228312823544,74.90455316182326,4.630039888540133,-126.07150197536727,-121.75505791056146,36.587979266015495,216.880759766805
16740,62.90630205876669,74.24340809730145,4.625523988968432,-126.12508075650753,-121.75506336272338,36.587973431731925,216.88524111751084
16745,62.410014496033604,73.56846749782233,4.618064253944655,-126.1649497607195,-121.75506893047483,36.587967475726614,216.89678929236635
16750,61.91483715984885,72.89428570690536,4.602332496083508,-126.18147218288249,-121.75507448589275,36.587961526359116,216.7766171825242
16755,61.430035235037266,72.2292833428949,4.596071649190144,-126.13136227190894,-121.75507992571592,36.587955657614415,216.56525888397363
16760,60.950232476316046,71.56777952729057,4.595415440379527,-126.05710451167499,-121.75508530999294,36.587949819487534,216.49926547065124
16765,60.47437535719296,70.91178062085183,4.588286867876444,-126.0164855865111,-121.75509064998111,36.58794402994914,216.5910247726535
16770,60.00313482215667,70.26564940739378,4.584782340610101,-126.03621224665699,-121.75509593758947,36.587938327764945,216.7283169133554
16775,59.53683016958966,69.62816363207291,4.581375755312416,-126.06827911615198,-121.75510116950662,36.58793270202132,216.75917097753674
