scen_name,car_name,scenic_vector_x,scenic_vector_y,scenic_heading,left_vector_x,left_vector_y,rd_world_x,rd_world_y,road_s,road_t,scen_name,car_name,scenic_vector_x,scenic_vector_y,scenic_heading,left_vector_x,left_vector_y,rd_world_x,rd_world_y,road_s,road_t,scenic_dist_x,scenic_dist_y,true_left_x,true_right_y,scenic_dot_product,rd_dist_x,rd_dist_y,rd_dot_product,s_dist,t_dist
Left of 2,fellow1,-167.7441221375208,-464.7474348538215,-3.083003415552985,0.0585557239215336,-0.9982841415128386,-161.24670725817515,-463.85753885613946,5.94813906859985,0.0,Left of 2,fellow2,582.7141326557149,-678.5839624579116,-0.36559506919462703,0.3575050995191616,0.9339111862579837,576.7413702458114,-674.2386667941819,1449.313189280211,1.648761474882087,-3.735644745031891,1.4300203980766355,0.9339111862579837,-0.35750509951916154,-3.999999999999955,-3.6729023988527842,1.408317168754479,-3.9336452058925118,0.15598243012891544,0.8795132774681527
Left of 2,fellow1,-99.4886521732449,-315.87465034046085,-0.17669288654676296,0.1757749176221643,0.9844303826756473,-93.81782676739579,-316.7437042749064,143.48853823412327,0.11757387339653702
