,Unnamed: 0,scen_name,car_name,scenic_vector_x,scenic_vector_y,scenic_heading,left_vector_x,left_vector_y,rd_world_x,rd_world_y,road_s,road_t,scen_name,car_name,scenic_vector_x,scenic_vector_y,scenic_heading,left_vector_x,left_vector_y,rd_world_x,rd_world_y,road_s,road_t,scenic_dist_x,scenic_dist_y,left_unit_x,left_unit_y,scenic_dot_product,rd_dist_x,rd_dist_y,rd_dot_product,s_dist,t_dist,s_t_diff
0,0,Left of 2,fellow1,597.2620398518371,-634.2132591997673,-0.1309620703503198,0.1305880347776463,0.9914367176844482,591.1361977272637,-630.3985531212459,1496.5310621396711,-1.798224184403395,Left of 2,fellow2,593.2962929810993,-633.6909070606567,-0.13096207035031981,0.13058803477764638,0.9914367176844482,587.2352382430029,-629.8869763257015,1496.5523770962036,-0.8641003529766786,-3.965746870737803,0.5223521391105805,0.9914367176844482,-0.13058803477764636,-4.00000000000001,-3.900959484260852,0.5115767955443289,-3.9343602752635767,0.02131495653247839,0.9341238314267164,0.912808874894238
